post_id,account_id,content_id,content_family,timestamp,caption,hashtags,action_type
p_00653,beta_002,beta_asset_05,beta_campaign,2026-04-03T08:00:40,This is underrated.,#startup #launch,post
p_00654,beta_003,beta_asset_05,beta_campaign,2026-04-03T08:00:47,This tool is getting attention.,#startup #launch,post
p_00658,beta_009,beta_asset_05,beta_campaign,2026-04-03T08:01:37,Worth a look.,#startup #launch,post
p_00652,beta_001,beta_asset_05,beta_campaign,2026-04-03T08:02:10,This tool is getting attention.,#startup #launch,post
p_00657,beta_007,beta_asset_05,beta_campaign,2026-04-03T08:02:50,I keep seeing this launch.,#startup #launch,post
p_00655,beta_004,beta_asset_05,beta_campaign,2026-04-03T08:03:13,Worth a look.,#startup #launch,post
p_00656,beta_006,beta_asset_05,beta_campaign,2026-04-03T08:05:00,This tool is getting attention.,#startup #launch,post
p_00172,organic_024,topic_031,organic,2026-04-03T08:27:00,Useful context here.,,post
p_00187,organic_026,topic_097,organic,2026-04-03T08:50:00,"Not sure I agree, but worth reading.",#ai #research,post
p_00710,fan_007,fan_event_01,benign_fan,2026-04-03T08:51:03,Loved that part.,#live #fan,post
p_00707,fan_001,fan_event_01,benign_fan,2026-04-03T09:18:34,Crowd reaction was huge.,#live #fan,post
p_00716,fan_006,fan_event_02,benign_fan,2026-04-03T09:33:35,Watching live now.,#live #fan,post
p_00717,fan_007,fan_event_02,benign_fan,2026-04-03T09:42:42,Crowd reaction was huge.,#live #fan,post
p_00711,fan_001,fan_event_02,benign_fan,2026-04-03T09:44:32,Watching live now.,#live #fan,post
p_00708,fan_003,fan_event_01,benign_fan,2026-04-03T09:49:59,Loved that part.,#live #fan,post
p_00709,fan_004,fan_event_01,benign_fan,2026-04-03T09:54:27,That was wild.,#live #fan,post
p_00714,fan_004,fan_event_02,benign_fan,2026-04-03T09:55:35,Loved that part.,#live #fan,post
p_00519,alpha_008,alpha_asset_07,alpha_campaign,2026-04-03T10:00:15,This changed how I see the creator.,#trend #creator #viral,post
p_00513,alpha_002,alpha_asset_07,alpha_campaign,2026-04-03T10:00:28,How is nobody discussing this yet?,#trend #creator #viral,post
p_00518,alpha_007,alpha_asset_07,alpha_campaign,2026-04-03T10:00:35,How is nobody discussing this yet?,#trend #creator #viral,post
p_00514,alpha_003,alpha_asset_07,alpha_campaign,2026-04-03T10:00:36,This is suddenly everywhere.,#trend #creator #viral,post
p_00523,alpha_012,alpha_asset_07,alpha_campaign,2026-04-03T10:00:37,Everyone is talking about this clip.,#trend #creator #viral,post
p_00516,alpha_005,alpha_asset_07,alpha_campaign,2026-04-03T10:00:40,This moment explains the whole story.,#trend #creator #viral,post
p_00517,alpha_006,alpha_asset_07,alpha_campaign,2026-04-03T10:00:44,This changed how I see the creator.,#trend #creator #viral,post
p_00522,alpha_011,alpha_asset_07,alpha_campaign,2026-04-03T10:00:44,This is suddenly everywhere.,#trend #creator #viral,post
p_00521,alpha_010,alpha_asset_07,alpha_campaign,2026-04-03T10:00:48,This moment explains the whole story.,#trend #creator #viral,post
p_00512,alpha_001,alpha_asset_07,alpha_campaign,2026-04-03T10:01:11,How is nobody discussing this yet?,#trend #creator #viral,post
p_00520,alpha_009,alpha_asset_07,alpha_campaign,2026-04-03T10:01:26,This changed how I see the creator.,#trend #creator #viral,post
p_00515,alpha_004,alpha_asset_07,alpha_campaign,2026-04-03T10:01:28,This moment explains the whole story.,#trend #creator #viral,post
p_00713,fan_003,fan_event_02,benign_fan,2026-04-03T10:06:49,Watching live now.,#live #fan,post
p_00225,organic_030,topic_088,organic,2026-04-03T10:10:00,Sharing for later.,,post
p_00712,fan_002,fan_event_02,benign_fan,2026-04-03T10:12:05,Loved that part.,#live #fan,post
p_00391,organic_054,topic_106,organic,2026-04-03T10:16:00,Useful context here.,#growth,post
p_00718,fan_009,fan_event_02,benign_fan,2026-04-03T10:22:35,Watching live now.,#live #fan,post
p_00719,fan_010,fan_event_02,benign_fan,2026-04-03T10:22:56,Watching live now.,#live #fan,post
p_00724,fan_009,fan_event_03,benign_fan,2026-04-03T10:40:30,That was wild.,#live #fan,post
p_00715,fan_005,fan_event_02,benign_fan,2026-04-03T10:45:44,Crowd reaction was huge.,#live #fan,post
p_00722,fan_007,fan_event_03,benign_fan,2026-04-03T10:49:55,Watching live now.,#live #fan,post
p_00725,fan_010,fan_event_03,benign_fan,2026-04-03T11:03:40,Loved that part.,#live #fan,post
p_00037,organic_005,topic_055,organic,2026-04-03T11:06:00,This reminded me of a discussion yesterday.,#media,post
p_00721,fan_006,fan_event_03,benign_fan,2026-04-03T11:06:42,That was wild.,#live #fan,post
p_00723,fan_008,fan_event_03,benign_fan,2026-04-03T11:07:40,Loved that part.,#live #fan,post
p_00163,organic_023,topic_044,organic,2026-04-03T11:20:00,Interesting take on this.,#research,post
p_00720,fan_004,fan_event_03,benign_fan,2026-04-03T11:41:08,Fan moment.,#live #fan,post
p_00726,fan_002,fan_event_04,benign_fan,2026-04-03T11:44:36,Fan moment.,#live #fan,post
p_00404,organic_056,topic_004,organic,2026-04-03T11:48:00,"Not sure I agree, but worth reading.",#research #culture,post
p_00388,organic_054,topic_044,organic,2026-04-03T12:00:00,"Not sure I agree, but worth reading.",#research #growth,post
p_00731,fan_009,fan_event_04,benign_fan,2026-04-03T12:12:53,Fan moment.,#live #fan,post
p_00730,fan_007,fan_event_04,benign_fan,2026-04-03T12:13:46,Crowd reaction was huge.,#live #fan,post
p_00728,fan_005,fan_event_04,benign_fan,2026-04-03T12:14:59,Loved that part.,#live #fan,post
p_00330,organic_046,topic_074,organic,2026-04-03T12:24:00,This reminded me of a discussion yesterday.,#research #culture,post
p_00727,fan_003,fan_event_04,benign_fan,2026-04-03T12:24:01,That was wild.,#live #fan,post
p_00209,organic_028,topic_042,organic,2026-04-03T12:30:00,Sharing for later.,#research #media,post
p_00044,organic_006,topic_020,organic,2026-04-03T12:51:00,This reminded me of a discussion yesterday.,,post
p_00237,organic_032,topic_082,organic,2026-04-03T12:55:00,Useful context here.,#ai,post
p_00036,organic_005,topic_025,organic,2026-04-03T12:56:00,Useful context here.,#media,post
p_00736,fan_010,fan_event_05,benign_fan,2026-04-03T12:58:37,Loved that part.,#live #fan,post
p_00729,fan_006,fan_event_04,benign_fan,2026-04-03T12:58:53,Crowd reaction was huge.,#live #fan,post
p_00733,fan_005,fan_event_05,benign_fan,2026-04-03T13:08:16,Loved that part.,#live #fan,post
p_00385,organic_053,topic_005,organic,2026-04-03T13:11:00,This reminded me of a discussion yesterday.,#tech,post
p_00154,organic_022,topic_093,organic,2026-04-03T13:35:00,This reminded me of a discussion yesterday.,,post
p_00078,organic_012,topic_004,organic,2026-04-03T13:44:00,"Not sure I agree, but worth reading.",#growth,post
p_00735,fan_008,fan_event_05,benign_fan,2026-04-03T13:45:06,Watching live now.,#live #fan,post
p_00734,fan_006,fan_event_05,benign_fan,2026-04-03T13:46:59,Fan moment.,#live #fan,post
p_00739,fan_005,fan_event_06,benign_fan,2026-04-03T13:51:02,Loved that part.,#live #fan,post
p_00732,fan_002,fan_event_05,benign_fan,2026-04-03T13:56:24,Loved that part.,#live #fan,post
p_00738,fan_004,fan_event_06,benign_fan,2026-04-03T14:11:20,Fan moment.,#live #fan,post
p_00742,fan_010,fan_event_06,benign_fan,2026-04-03T14:19:05,Crowd reaction was huge.,#live #fan,post
p_00737,fan_003,fan_event_06,benign_fan,2026-04-03T14:25:51,Loved that part.,#live #fan,post
p_00741,fan_009,fan_event_06,benign_fan,2026-04-03T14:27:06,Crowd reaction was huge.,#live #fan,post
p_00740,fan_007,fan_event_06,benign_fan,2026-04-03T14:51:38,Loved that part.,#live #fan,post
p_00743,fan_003,fan_event_07,benign_fan,2026-04-03T15:03:53,That was wild.,#live #fan,post
p_00746,fan_010,fan_event_07,benign_fan,2026-04-03T15:05:19,Fan moment.,#live #fan,post
p_00134,organic_018,topic_092,organic,2026-04-03T15:09:00,Interesting take on this.,#ai #media,post
p_00128,organic_018,topic_032,organic,2026-04-03T15:26:00,Interesting take on this.,#media #ai,post
p_00383,organic_053,topic_102,organic,2026-04-03T15:28:00,Interesting take on this.,#growth,post
p_00745,fan_009,fan_event_07,benign_fan,2026-04-03T15:28:46,Watching live now.,#live #fan,post
p_00355,organic_049,topic_105,organic,2026-04-03T15:31:00,Useful context here.,,post
p_00744,fan_004,fan_event_07,benign_fan,2026-04-03T15:53:39,Watching live now.,#live #fan,post
p_00024,organic_004,topic_097,organic,2026-04-03T15:55:00,This reminded me of a discussion yesterday.,#ai,post
p_00306,organic_042,topic_001,organic,2026-04-03T16:49:00,This reminded me of a discussion yesterday.,,post
p_00535,alpha_012,alpha_asset_08,alpha_campaign,2026-04-03T18:00:06,Everyone is talking about this clip.,#trend #creator #viral,post
p_00533,alpha_010,alpha_asset_08,alpha_campaign,2026-04-03T18:00:06,This changed how I see the creator.,#trend #creator #viral,post
p_00524,alpha_001,alpha_asset_08,alpha_campaign,2026-04-03T18:00:10,How is nobody discussing this yet?,#trend #creator #viral,post
p_00530,alpha_007,alpha_asset_08,alpha_campaign,2026-04-03T18:00:17,Everyone is talking about this clip.,#trend #creator #viral,post
p_00527,alpha_004,alpha_asset_08,alpha_campaign,2026-04-03T18:00:25,This changed how I see the creator.,#trend #creator #viral,post
p_00534,alpha_011,alpha_asset_08,alpha_campaign,2026-04-03T18:00:28,This is suddenly everywhere.,#trend #creator #viral,post
p_00532,alpha_009,alpha_asset_08,alpha_campaign,2026-04-03T18:00:30,This is suddenly everywhere.,#trend #creator #viral,post
p_00528,alpha_005,alpha_asset_08,alpha_campaign,2026-04-03T18:00:34,This changed how I see the creator.,#trend #creator #viral,post
p_00525,alpha_002,alpha_asset_08,alpha_campaign,2026-04-03T18:00:56,How is nobody discussing this yet?,#trend #creator #viral,post
p_00526,alpha_003,alpha_asset_08,alpha_campaign,2026-04-03T18:01:01,This is suddenly everywhere.,#trend #creator #viral,post
p_00531,alpha_008,alpha_asset_08,alpha_campaign,2026-04-03T18:01:18,This changed how I see the creator.,#trend #creator #viral,post
p_00529,alpha_006,alpha_asset_08,alpha_campaign,2026-04-03T18:01:29,How is nobody discussing this yet?,#trend #creator #viral,post
p_00005,organic_001,topic_009,organic,2026-04-03T18:36:00,Useful context here.,#growth #media,post
p_00171,organic_024,topic_081,organic,2026-04-03T18:37:00,This reminded me of a discussion yesterday.,#tech #media,post
p_00260,organic_035,topic_085,organic,2026-04-03T18:55:00,Useful context here.,,post
p_00145,organic_020,topic_063,organic,2026-04-03T18:55:00,This reminded me of a discussion yesterday.,#growth,post
p_00660,beta_002,beta_asset_06,beta_campaign,2026-04-03T19:01:44,This is underrated.,#startup #launch,post
p_00661,beta_004,beta_asset_06,beta_campaign,2026-04-03T19:02:24,This is underrated.,#startup #launch,post
p_00662,beta_005,beta_asset_06,beta_campaign,2026-04-03T19:03:03,I keep seeing this launch.,#startup #launch,post
p_00665,beta_009,beta_asset_06,beta_campaign,2026-04-03T19:03:31,Worth a look.,#startup #launch,post
p_00664,beta_007,beta_asset_06,beta_campaign,2026-04-03T19:04:00,I keep seeing this launch.,#startup #launch,post
p_00659,beta_001,beta_asset_06,beta_campaign,2026-04-03T19:04:05,This tool is getting attention.,#startup #launch,post
p_00663,beta_006,beta_asset_06,beta_campaign,2026-04-03T19:04:22,This is underrated.,#startup #launch,post
p_00056,organic_008,topic_069,organic,2026-04-03T19:12:00,Useful context here.,#media,post
p_00041,organic_005,topic_062,organic,2026-04-03T19:22:00,"Not sure I agree, but worth reading.",,post
p_00344,organic_047,topic_024,organic,2026-04-03T19:29:00,This reminded me of a discussion yesterday.,#media,post
p_00302,organic_041,topic_035,organic,2026-04-03T19:51:00,Useful context here.,,post
p_00256,organic_035,topic_048,organic,2026-04-03T20:19:00,"Not sure I agree, but worth reading.",#media,post
p_00360,organic_049,topic_117,organic,2026-04-03T21:37:00,"Not sure I agree, but worth reading.",#tech,post
p_00127,organic_018,topic_045,organic,2026-04-03T22:13:00,Interesting take on this.,#tech #ai,post
p_00026,organic_004,topic_032,organic,2026-04-03T22:21:00,Interesting take on this.,#tech,post
p_00168,organic_023,topic_077,organic,2026-04-03T22:37:00,Useful context here.,#research,post
p_00158,organic_022,topic_038,organic,2026-04-03T23:07:00,This reminded me of a discussion yesterday.,,post
p_00280,organic_038,topic_058,organic,2026-04-03T23:23:00,"Not sure I agree, but worth reading.",#research,post
p_00236,organic_032,topic_100,organic,2026-04-03T23:50:00,Useful context here.,#media,post
p_00111,organic_016,topic_020,organic,2026-04-04T00:08:00,"Not sure I agree, but worth reading.",#media #ai,post
p_00176,organic_024,topic_088,organic,2026-04-04T00:44:00,This reminded me of a discussion yesterday.,#culture #media,post
p_00109,organic_016,topic_037,organic,2026-04-04T01:01:00,This reminded me of a discussion yesterday.,#growth,post
p_00040,organic_005,topic_119,organic,2026-04-04T01:32:00,Sharing for later.,#research,post
p_00267,organic_036,topic_046,organic,2026-04-04T01:58:00,Useful context here.,#tech,post
p_00030,organic_004,topic_066,organic,2026-04-04T01:59:00,This reminded me of a discussion yesterday.,#research #media,post
p_00538,alpha_003,alpha_asset_09,alpha_campaign,2026-04-04T02:00:00,This changed how I see the creator.,#trend #creator #viral,post
p_00546,alpha_011,alpha_asset_09,alpha_campaign,2026-04-04T02:00:04,This is suddenly everywhere.,#trend #creator #viral,post
p_00544,alpha_009,alpha_asset_09,alpha_campaign,2026-04-04T02:00:11,This changed how I see the creator.,#trend #creator #viral,post
p_00537,alpha_002,alpha_asset_09,alpha_campaign,2026-04-04T02:00:12,This is suddenly everywhere.,#trend #creator #viral,post
p_00539,alpha_004,alpha_asset_09,alpha_campaign,2026-04-04T02:00:20,This moment explains the whole story.,#trend #creator #viral,post
p_00545,alpha_010,alpha_asset_09,alpha_campaign,2026-04-04T02:00:29,This changed how I see the creator.,#trend #creator #viral,post
p_00543,alpha_008,alpha_asset_09,alpha_campaign,2026-04-04T02:00:36,Everyone is talking about this clip.,#trend #creator #viral,post
p_00542,alpha_007,alpha_asset_09,alpha_campaign,2026-04-04T02:00:36,How is nobody discussing this yet?,#trend #creator #viral,post
p_00536,alpha_001,alpha_asset_09,alpha_campaign,2026-04-04T02:00:42,This moment explains the whole story.,#trend #creator #viral,post
p_00547,alpha_012,alpha_asset_09,alpha_campaign,2026-04-04T02:00:53,This is suddenly everywhere.,#trend #creator #viral,post
p_00541,alpha_006,alpha_asset_09,alpha_campaign,2026-04-04T02:01:01,This is suddenly everywhere.,#trend #creator #viral,post
p_00540,alpha_005,alpha_asset_09,alpha_campaign,2026-04-04T02:01:23,This moment explains the whole story.,#trend #creator #viral,post
p_00148,organic_021,topic_072,organic,2026-04-04T02:37:00,"Not sure I agree, but worth reading.",#ai #research,post
p_00372,organic_051,topic_074,organic,2026-04-04T03:03:00,Sharing for later.,#research,post
p_00150,organic_021,topic_052,organic,2026-04-04T03:26:00,This reminded me of a discussion yesterday.,#culture #growth,post
p_00142,organic_020,topic_110,organic,2026-04-04T04:02:00,Interesting take on this.,#research,post
p_00333,organic_046,topic_006,organic,2026-04-04T04:39:00,"Not sure I agree, but worth reading.",#culture,post
p_00102,organic_015,topic_072,organic,2026-04-04T05:02:00,Interesting take on this.,#media,post
p_00356,organic_049,topic_112,organic,2026-04-04T05:16:00,Interesting take on this.,#research #growth,post
p_00231,organic_031,topic_089,organic,2026-04-04T05:17:00,"Not sure I agree, but worth reading.",#media,post
p_00153,organic_022,topic_040,organic,2026-04-04T05:38:00,Sharing for later.,,post
p_00338,organic_046,topic_037,organic,2026-04-04T05:48:00,Useful context here.,,post
p_00668,beta_003,beta_asset_07,beta_campaign,2026-04-04T06:01:40,I keep seeing this launch.,#startup #launch,post
p_00666,beta_001,beta_asset_07,beta_campaign,2026-04-04T06:01:53,This tool is getting attention.,#startup #launch,post
p_00670,beta_005,beta_asset_07,beta_campaign,2026-04-04T06:02:52,I keep seeing this launch.,#startup #launch,post
p_00672,beta_007,beta_asset_07,beta_campaign,2026-04-04T06:03:00,This tool is getting attention.,#startup #launch,post
p_00671,beta_006,beta_asset_07,beta_campaign,2026-04-04T06:04:10,This is underrated.,#startup #launch,post
p_00674,beta_009,beta_asset_07,beta_campaign,2026-04-04T06:04:37,Worth a look.,#startup #launch,post
p_00673,beta_008,beta_asset_07,beta_campaign,2026-04-04T06:04:39,This is underrated.,#startup #launch,post
p_00667,beta_002,beta_asset_07,beta_campaign,2026-04-04T06:04:43,This is underrated.,#startup #launch,post
p_00669,beta_004,beta_asset_07,beta_campaign,2026-04-04T06:04:51,This tool is getting attention.,#startup #launch,post
p_00228,organic_031,topic_060,organic,2026-04-04T06:21:00,"Not sure I agree, but worth reading.",#ai,post
p_00282,organic_038,topic_041,organic,2026-04-04T06:36:00,This reminded me of a discussion yesterday.,,post
p_00130,organic_018,topic_090,organic,2026-04-04T06:58:00,This reminded me of a discussion yesterday.,,post
p_00123,organic_017,topic_007,organic,2026-04-04T08:02:00,"Not sure I agree, but worth reading.",#media,post
p_00081,organic_012,topic_015,organic,2026-04-04T08:19:00,Sharing for later.,#growth #tech,post
p_00405,organic_056,topic_016,organic,2026-04-04T08:28:00,This reminded me of a discussion yesterday.,#research #media,post
p_00015,organic_002,topic_093,organic,2026-04-04T08:55:00,Useful context here.,,post
p_00550,alpha_003,alpha_asset_10,alpha_campaign,2026-04-04T09:00:04,Everyone is talking about this clip.,#trend #creator #viral,post
p_00556,alpha_009,alpha_asset_10,alpha_campaign,2026-04-04T09:00:17,This changed how I see the creator.,#trend #creator #viral,post
p_00549,alpha_002,alpha_asset_10,alpha_campaign,2026-04-04T09:00:23,How is nobody discussing this yet?,#trend #creator #viral,post
p_00558,alpha_011,alpha_asset_10,alpha_campaign,2026-04-04T09:00:24,Everyone is talking about this clip.,#trend #creator #viral,post
p_00551,alpha_004,alpha_asset_10,alpha_campaign,2026-04-04T09:00:38,This changed how I see the creator.,#trend #creator #viral,post
p_00553,alpha_006,alpha_asset_10,alpha_campaign,2026-04-04T09:00:42,How is nobody discussing this yet?,#trend #creator #viral,post
p_00559,alpha_012,alpha_asset_10,alpha_campaign,2026-04-04T09:00:42,This is suddenly everywhere.,#trend #creator #viral,post
p_00548,alpha_001,alpha_asset_10,alpha_campaign,2026-04-04T09:00:50,This moment explains the whole story.,#trend #creator #viral,post
p_00554,alpha_007,alpha_asset_10,alpha_campaign,2026-04-04T09:00:58,This changed how I see the creator.,#trend #creator #viral,post
p_00557,alpha_010,alpha_asset_10,alpha_campaign,2026-04-04T09:00:59,How is nobody discussing this yet?,#trend #creator #viral,post
p_00555,alpha_008,alpha_asset_10,alpha_campaign,2026-04-04T09:01:07,This moment explains the whole story.,#trend #creator #viral,post
p_00552,alpha_005,alpha_asset_10,alpha_campaign,2026-04-04T09:01:17,Everyone is talking about this clip.,#trend #creator #viral,post
p_00268,organic_036,topic_023,organic,2026-04-04T09:27:00,Interesting take on this.,,post
p_00178,organic_025,topic_020,organic,2026-04-04T09:32:00,Sharing for later.,,post
p_00186,organic_025,topic_098,organic,2026-04-04T10:35:00,Useful context here.,,post
p_00242,organic_033,topic_065,organic,2026-04-04T11:25:00,Sharing for later.,#research,post
p_00118,organic_017,topic_029,organic,2026-04-04T11:31:00,"Not sure I agree, but worth reading.",#tech,post
p_00108,organic_015,topic_031,organic,2026-04-04T11:59:00,"Not sure I agree, but worth reading.",,post
p_00276,organic_037,topic_017,organic,2026-04-04T12:05:00,Useful context here.,#culture #ai,post
p_00107,organic_015,topic_108,organic,2026-04-04T12:43:00,Useful context here.,#ai,post
p_00188,organic_026,topic_118,organic,2026-04-04T12:57:00,Sharing for later.,#research #ai,post
p_00291,organic_039,topic_098,organic,2026-04-04T13:04:00,Useful context here.,,post
p_00403,organic_056,topic_084,organic,2026-04-04T13:06:00,Sharing for later.,,post
p_00062,organic_009,topic_035,organic,2026-04-04T13:56:00,Useful context here.,,post
p_00335,organic_046,topic_118,organic,2026-04-04T14:14:00,"Not sure I agree, but worth reading.",#growth,post
p_00157,organic_022,topic_077,organic,2026-04-04T14:16:00,Interesting take on this.,,post
p_00422,organic_058,topic_115,organic,2026-04-04T14:33:00,Interesting take on this.,#media,post
p_00162,organic_023,topic_074,organic,2026-04-04T14:38:00,"Not sure I agree, but worth reading.",#research,post
p_00406,organic_056,topic_079,organic,2026-04-04T14:58:00,"Not sure I agree, but worth reading.",,post
p_00197,organic_027,topic_119,organic,2026-04-04T15:39:00,"Not sure I agree, but worth reading.",#research #tech,post
p_00175,organic_024,topic_030,organic,2026-04-04T15:40:00,This reminded me of a discussion yesterday.,#research #tech,post
p_00180,organic_025,topic_118,organic,2026-04-04T15:48:00,"Not sure I agree, but worth reading.",,post
p_00678,beta_004,beta_asset_08,beta_campaign,2026-04-04T17:00:04,This tool is getting attention.,#startup #launch,post
p_00675,beta_001,beta_asset_08,beta_campaign,2026-04-04T17:00:38,Worth a look.,#startup #launch,post
p_00677,beta_003,beta_asset_08,beta_campaign,2026-04-04T17:01:58,Worth a look.,#startup #launch,post
p_00683,beta_009,beta_asset_08,beta_campaign,2026-04-04T17:02:26,Worth a look.,#startup #launch,post
p_00679,beta_005,beta_asset_08,beta_campaign,2026-04-04T17:03:11,Worth a look.,#startup #launch,post
p_00676,beta_002,beta_asset_08,beta_campaign,2026-04-04T17:03:31,This tool is getting attention.,#startup #launch,post
p_00680,beta_006,beta_asset_08,beta_campaign,2026-04-04T17:04:07,This is underrated.,#startup #launch,post
p_00682,beta_008,beta_asset_08,beta_campaign,2026-04-04T17:04:31,I keep seeing this launch.,#startup #launch,post
p_00681,beta_007,beta_asset_08,beta_campaign,2026-04-04T17:04:32,This is underrated.,#startup #launch,post
p_00243,organic_033,topic_104,organic,2026-04-04T17:35:00,This reminded me of a discussion yesterday.,,post
p_00240,organic_033,topic_012,organic,2026-04-04T17:35:00,This reminded me of a discussion yesterday.,#research #media,post
p_00206,organic_028,topic_037,organic,2026-04-04T18:31:00,Useful context here.,#ai #research,post
p_00116,organic_016,topic_046,organic,2026-04-04T18:32:00,"Not sure I agree, but worth reading.",#culture,post
p_00222,organic_030,topic_089,organic,2026-04-04T18:46:00,Interesting take on this.,,post
p_00054,organic_007,topic_017,organic,2026-04-04T18:55:00,"Not sure I agree, but worth reading.",#tech,post
p_00564,alpha_005,alpha_asset_11,alpha_campaign,2026-04-04T19:00:22,This changed how I see the creator.,#trend #creator #viral,post
p_00561,alpha_002,alpha_asset_11,alpha_campaign,2026-04-04T19:00:23,Everyone is talking about this clip.,#trend #creator #viral,post
p_00569,alpha_010,alpha_asset_11,alpha_campaign,2026-04-04T19:00:23,This is suddenly everywhere.,#trend #creator #viral,post
p_00571,alpha_012,alpha_asset_11,alpha_campaign,2026-04-04T19:00:31,Everyone is talking about this clip.,#trend #creator #viral,post
p_00567,alpha_008,alpha_asset_11,alpha_campaign,2026-04-04T19:00:41,Everyone is talking about this clip.,#trend #creator #viral,post
p_00562,alpha_003,alpha_asset_11,alpha_campaign,2026-04-04T19:00:43,How is nobody discussing this yet?,#trend #creator #viral,post
p_00568,alpha_009,alpha_asset_11,alpha_campaign,2026-04-04T19:00:51,Everyone is talking about this clip.,#trend #creator #viral,post
p_00566,alpha_007,alpha_asset_11,alpha_campaign,2026-04-04T19:00:54,This changed how I see the creator.,#trend #creator #viral,post
p_00560,alpha_001,alpha_asset_11,alpha_campaign,2026-04-04T19:00:58,How is nobody discussing this yet?,#trend #creator #viral,post
p_00570,alpha_011,alpha_asset_11,alpha_campaign,2026-04-04T19:01:01,How is nobody discussing this yet?,#trend #creator #viral,post
p_00563,alpha_004,alpha_asset_11,alpha_campaign,2026-04-04T19:01:12,This is suddenly everywhere.,#trend #creator #viral,post
p_00565,alpha_006,alpha_asset_11,alpha_campaign,2026-04-04T19:01:21,This moment explains the whole story.,#trend #creator #viral,post
p_00135,organic_019,topic_090,organic,2026-04-04T19:21:00,Useful context here.,,post
p_00325,organic_045,topic_081,organic,2026-04-04T19:41:00,This reminded me of a discussion yesterday.,#tech #growth,post
p_00424,organic_058,topic_081,organic,2026-04-04T19:41:00,Useful context here.,#tech #culture,post
p_00181,organic_025,topic_060,organic,2026-04-04T20:02:00,"Not sure I agree, but worth reading.",#culture,post
p_00294,organic_040,topic_035,organic,2026-04-04T21:22:00,This reminded me of a discussion yesterday.,#tech,post
p_00095,organic_014,topic_087,organic,2026-04-04T21:45:00,Sharing for later.,,post
p_00298,organic_040,topic_048,organic,2026-04-04T22:05:00,This reminded me of a discussion yesterday.,#culture #tech,post
p_00133,organic_018,topic_119,organic,2026-04-04T22:11:00,Useful context here.,#research #ai,post
p_00433,organic_059,topic_019,organic,2026-04-04T22:21:00,This reminded me of a discussion yesterday.,#growth #research,post
p_00046,organic_006,topic_096,organic,2026-04-04T22:38:00,Interesting take on this.,,post
p_00053,organic_007,topic_086,organic,2026-04-04T22:47:00,Sharing for later.,#research,post
p_00052,organic_007,topic_067,organic,2026-04-04T23:23:00,This reminded me of a discussion yesterday.,,post
p_00421,organic_058,topic_021,organic,2026-04-05T01:06:00,Sharing for later.,#culture,post
p_00277,organic_037,topic_092,organic,2026-04-05T01:47:00,"Not sure I agree, but worth reading.",#culture #growth,post
p_00576,alpha_005,alpha_asset_12,alpha_campaign,2026-04-05T02:00:01,How is nobody discussing this yet?,#trend #creator #viral,post
p_00579,alpha_008,alpha_asset_12,alpha_campaign,2026-04-05T02:00:07,Everyone is talking about this clip.,#trend #creator #viral,post
p_00581,alpha_010,alpha_asset_12,alpha_campaign,2026-04-05T02:00:20,This moment explains the whole story.,#trend #creator #viral,post
p_00574,alpha_003,alpha_asset_12,alpha_campaign,2026-04-05T02:00:42,How is nobody discussing this yet?,#trend #creator #viral,post
p_00572,alpha_001,alpha_asset_12,alpha_campaign,2026-04-05T02:00:49,This is suddenly everywhere.,#trend #creator #viral,post
p_00573,alpha_002,alpha_asset_12,alpha_campaign,2026-04-05T02:00:57,How is nobody discussing this yet?,#trend #creator #viral,post
p_00580,alpha_009,alpha_asset_12,alpha_campaign,2026-04-05T02:00:59,How is nobody discussing this yet?,#trend #creator #viral,post
p_00575,alpha_004,alpha_asset_12,alpha_campaign,2026-04-05T02:01:14,This changed how I see the creator.,#trend #creator #viral,post
p_00577,alpha_006,alpha_asset_12,alpha_campaign,2026-04-05T02:01:23,How is nobody discussing this yet?,#trend #creator #viral,post
p_00582,alpha_011,alpha_asset_12,alpha_campaign,2026-04-05T02:01:27,This changed how I see the creator.,#trend #creator #viral,post
p_00578,alpha_007,alpha_asset_12,alpha_campaign,2026-04-05T02:01:28,This is suddenly everywhere.,#trend #creator #viral,post
p_00583,alpha_012,alpha_asset_12,alpha_campaign,2026-04-05T02:01:30,How is nobody discussing this yet?,#trend #creator #viral,post
p_00124,organic_017,topic_059,organic,2026-04-05T02:15:00,This reminded me of a discussion yesterday.,#growth,post
p_00438,organic_060,topic_105,organic,2026-04-05T02:24:00,Useful context here.,#growth #media,post
p_00337,organic_046,topic_009,organic,2026-04-05T03:01:00,Interesting take on this.,#ai #research,post
p_00152,organic_022,topic_071,organic,2026-04-05T03:19:00,This reminded me of a discussion yesterday.,#research #growth,post
p_00386,organic_053,topic_111,organic,2026-04-05T03:38:00,This reminded me of a discussion yesterday.,,post
p_00074,organic_011,topic_023,organic,2026-04-05T03:42:00,"Not sure I agree, but worth reading.",#ai #media,post
p_00692,beta_009,beta_asset_09,beta_campaign,2026-04-05T04:00:28,Worth a look.,#startup #launch,post
p_00690,beta_007,beta_asset_09,beta_campaign,2026-04-05T04:00:41,Worth a look.,#startup #launch,post
p_00685,beta_002,beta_asset_09,beta_campaign,2026-04-05T04:00:49,This tool is getting attention.,#startup #launch,post
p_00689,beta_006,beta_asset_09,beta_campaign,2026-04-05T04:01:55,I keep seeing this launch.,#startup #launch,post
